code,description,mdc,adrg
L89.34,Pressure injury stage IV lower back,09,J60
L89.35,Pressure injury stage IV ischium,09,J12
L89.35,Pressure injury stage IV ischium,09,J60
L89.36,Pressure injury stage IV trochanter,09,J12
L89.36,Pressure injury stage IV trochanter,09,J60
L89.37,Pressure injury stage IV heel,09,J12
L89.37,Pressure injury stage IV heel,09,J60
L89.38,Pressure injury stage IV toe,09,J12
L89.38,Pressure injury stage IV toe,09,J60
L89.39,Pressure injury stage IV oth low extrem,09,J12
L89.39,Pressure injury stage IV oth low extrem,09,J60
L89.40,Pressure injury unstageable site NEC,09,J12
L89.40,Pressure injury unstageable site NEC,09,J60
L89.41,Pressure injury unstageable head,09,J12
L89.41,Pressure injury unstageable head,09,J60
L89.42,Pressure injury unstageable upper extrem,09,J12
L89.42,Pressure injury unstageable upper extrem,09,J60
L89.43,Pressure injury unstageable upper back,09,J12
L89.43,Pressure injury unstageable upper back,09,J60
L89.44,Pressure injury unstageable lower back,09,J12
L89.44,Pressure injury unstageable lower back,09,J60
L89.45,Pressure injury unstageable ischium,09,J12
L89.45,Pressure injury unstageable ischium,09,J60
L89.46,Pressure injury unstageable trochanter,09,J12
L89.46,Pressure injury unstageable trochanter,09,J60
L89.47,Pressure injury unstageable heel,09,J12
L89.47,Pressure injury unstageable heel,09,J60
L89.48,Pressure injury unstageable toe,09,J12
L89.48,Pressure injury unstageable toe,09,J60
L89.49,Pressure injury unstageable oth extrem,09,J12
L89.49,Pressure injury unstageable oth extrem,09,J60
L89.50,Suspect deep tis inj site NEC,09,J12
L89.50,Suspect deep tis inj site NEC,09,J60
L89.51,Suspect deep tis inj head,09,J12
L89.51,Suspect deep tis inj head,09,J60
L89.52,Suspect deep tis inj upper extrem,09,J12
L89.52,Suspect deep tis inj upper extrem,09,J60
L89.53,Suspect deep tis inj upper back,09,J12
L89.53,Suspect deep tis inj upper back,09,J60
L89.54,Suspect deep tis inj lower back,09,J12
L89.54,Suspect deep tis inj lower back,09,J60
L89.55,Suspect deep tis inj ischium,09,J12
L89.55,Suspect deep tis inj ischium,09,J60
L89.56,Suspect deep tis inj trochanter,09,J12
L89.56,Suspect deep tis inj trochanter,09,J60
L89.57,Suspect deep tis inj heel,09,J12
L89.57,Suspect deep tis inj heel,09,J60
L89.58,Suspect deep tis inj toe,09,J12
L89.58,Suspect deep tis inj toe,09,J60
L89.59,Suspect deep tis inj low extrem,09,J12
L89.59,Suspect deep tis inj low extrem,09,J60
L89.90,Pressure injury unsp site NEC,09,J12
L89.90,Pressure injury unsp site NEC,09,J60
L89.91,Pressure injury unsp stage head,09,J12
L89.91,Pressure injury unsp stage head,09,J60
L89.92,Pressure injury unsp stage upper extrem,09,J12
L89.92,Pressure injury unsp stage upper extrem,09,J60
L89.93,Pressure injury unsp stage upper back,09,J12
L89.93,Pressure injury unsp stage upper back,09,J60
L89.94,Pressure injury unsp stage lower back,09,J12
L89.94,Pressure injury unsp stage lower back,09,J60
L89.95,Pressure injury unsp stage ischium,09,J12
L89.95,Pressure injury unsp stage ischium,09,J60
L89.96,Pressure injury unsp stage trochanter,09,J12
L89.96,Pressure injury unsp stage trochanter,09,J60
L89.97,Pressure injury unsp stage heel,09,J12
L89.97,Pressure injury unsp stage heel,09,J60
L89.98,Pressure injury unsp stage toe,09,J12
L89.98,Pressure injury unsp stage toe,09,J60
L89.99,Pressure injury unsp stage low extrem,09,J12
L89.99,Pressure injury unsp stage low extrem,09,J60
L90.0,Lichen sclerosus et atrophicus,09,J67
L90.1,Anetoderma of Schweninger-Buzzi,09,J67
L90.2,Anetoderma of Jadassohn-Pellizzari,09,J67
L90.3,Atrophoderma of Pasini and Pierini,09,J67
L90.4,Acrodermatitis chronica atrophicans,09,J67
L90.50,Scar cond & fibr of skin dt unsp cause,09,J67
L90.51,Scar cond & fibrosis skin due to burn,22,Y62
L90.59,Scar cond & fibr skin dt oth spec cause,09,J67
L90.6,Striae atrophicae,09,J67
L90.8,Other atrophic disorders of skin,09,J67
L90.9,Atrophic disorder of skin unspecified,09,J67
L91.00,Hypertrophic scar unspecified cause,09,J67
L91.01,Hypertrophic scar due to burn,22,Y62
L91.09,Hypertrophic scar dt oth specified cause,09,J67
L91.8,Other hypertrophic disorders of skin,09,J67
L91.9,Hypertrophic disorder of skin unsp,09,J67
L92.0,Granuloma annulare,09,J68
L92.1,Necrobiosis lipoidica NEC,09,J67
L92.2,Granuloma faciale,09,J67
L92.3,FB granuloma skin & subcutaneous tissue,09,J67
L92.8,Oth granulomatous disrd skin sbc tissue,09,J67
L92.9,Granulomatous disrd skin sbc tissue unsp,09,J67
L93.0,Discoid lupus erythematosus,09,J68
L93.1,Subacute cutaneous lupus erythematosus,09,J68
L93.2,Other local lupus erythematosus,09,J68
L94.0,Localised scleroderma [morphea],09,J67
L94.1,Linear scleroderma,09,J67
L94.2,Calcinosis cutis,09,J67
L94.3,Sclerodactyly,09,J67
L94.4,Gottron's papules,08,I66
L94.5,Poikiloderma vasculare atrophicans,09,J68
L94.6,Ainhum,18,T64
L94.8,Oth spec localised connective tis disrd,09,J67
L94.9,Localised connective tis disorder unsp,09,J67
L95.0,Livedoid vasculitis,09,J67
L95.1,Erythema elevatum diutinum,09,J68
L95.8,Other vasculitis limited to skin,09,J67
L95.9,Vasculitis limited to skin unspecified,09,J67
L97.0,Ulcer of foot,09,J12
L97.0,Ulcer of foot,09,J60
L97.8,Ulcer of lower limb other sites,09,J12
L97.8,Ulcer of lower limb other sites,09,J60
L97.9,Ulcer of lower limb unspecified,09,J12
L97.9,Ulcer of lower limb unspecified,09,J60
L98.0,Pyogenic granuloma,09,J64
L98.1,Factitial dermatitis,09,J68
L98.2,Febrile neutrophilic dermatosis [Sweet],09,J68
L98.3,Eosinophilic cellulitis [Wells],09,J12
L98.3,Eosinophilic cellulitis [Wells],09,J64
L98.4,Chronic ulcer of skin NEC,09,J12
L98.4,Chronic ulcer of skin NEC,09,J60
L98.5,Mucinosis of skin,09,J67
L98.6,Oth infiltrative disrd skin sbc tissue,09,J67
L98.7,Excessive and redundant ssct,09,J67
L98.8,Oth spec disrd skin & subcutaneous tis,09,J67
L98.9,Disorder skin & subcutaneous tissue unsp,09,J67
L99.0,Amyloidosis of skin (E85.-+),09,J67
L99.8,Oth spec disrd skin sbc tissue dis cl/e,09,J67
M00.00,Staph arthritis polyarthritis mult sites,08,I12
M00.00,Staph arthritis polyarthritis mult sites,08,I67
M00.01,Staph arthritis & polyarthritis shoulder,08,I12
M00.01,Staph arthritis & polyarthritis shoulder,08,I67
M00.02,Staph arthritis polyarthritis upper arm,08,I12
M00.02,Staph arthritis polyarthritis upper arm,08,I67
M00.03,Staph arthritis & polyarthritis forearm,08,I12
M00.03,Staph arthritis & polyarthritis forearm,08,I67
M00.04,Staph arthritis & polyarthritis hand,08,~I02
M00.04,Staph arthritis & polyarthritis hand,08,I12
M00.04,Staph arthritis & polyarthritis hand,08,I30
M00.04,Staph arthritis & polyarthritis hand,08,I67
M00.05,Staph arthr polyarthr pelv rgn & thgh,08,I12
M00.05,Staph arthr polyarthr pelv rgn & thgh,08,I67
M00.06,Staph arthritis polyarthritis lower leg,08,I12
M00.06,Staph arthritis polyarthritis lower leg,08,I67
M00.07,Staph arthritis polyarthritis ankle foot,08,I12
M00.07,Staph arthritis polyarthritis ankle foot,08,I67
M00.08,Staph arthritis polyarthritis other site,08,I12
M00.08,Staph arthritis polyarthritis other site,08,I67
M00.09,Staph arthritis polyarthritis site unsp,08,I12
M00.09,Staph arthritis polyarthritis site unsp,08,I67
M00.10,Pneumcoc arthritis polyarthr mult sites,08,I12
M00.10,Pneumcoc arthritis polyarthr mult sites,08,I67
M00.11,Pneumcoc arthritis polyarthr shoulder,08,I12
M00.11,Pneumcoc arthritis polyarthr shoulder,08,I67
M00.12,Pneumcoc arthritis polyarthr upper arm,08,I12
M00.12,Pneumcoc arthritis polyarthr upper arm,08,I67
M00.13,Pneumcoc arthritis polyarthritis forearm,08,I12
M00.13,Pneumcoc arthritis polyarthritis forearm,08,I67
M00.14,Pneumcoc arthritis polyarthritis hand,08,~I02
M00.14,Pneumcoc arthritis polyarthritis hand,08,I12
M00.14,Pneumcoc arthritis polyarthritis hand,08,I30
M00.14,Pneumcoc arthritis polyarthritis hand,08,I67
M00.15,Pneumcoc arthr polyarthr pelv rgn & thgh,08,I12
M00.15,Pneumcoc arthr polyarthr pelv rgn & thgh,08,I67
M00.16,Pneumcoc arthritis polyarthr lower leg,08,I12
M00.16,Pneumcoc arthritis polyarthr lower leg,08,I67
M00.17,Pneumcoc arthritis polyarthr ankle foot,08,I12
M00.17,Pneumcoc arthritis polyarthr ankle foot,08,I67
M00.18,Pneumcoc arthritis polyarthritis other,08,I12
M00.18,Pneumcoc arthritis polyarthritis other,08,I67
M00.19,Pneumcoc arthritis polyarthr site unsp,08,I12
M00.19,Pneumcoc arthritis polyarthr site unsp,08,I67
M00.20,Oth strep arthritis polyarthr mult sites,08,I12
M00.20,Oth strep arthritis polyarthr mult sites,08,I67
M00.21,Oth strep arthritis polyarthr shoulder,08,I12
M00.21,Oth strep arthritis polyarthr shoulder,08,I67
M00.22,Oth strep arthritis polyarthr upper arm,08,I12
M00.22,Oth strep arthritis polyarthr upper arm,08,I67
M00.23,Oth strep arthritis polyarthr forearm,08,I12
M00.23,Oth strep arthritis polyarthr forearm,08,I67
M00.24,Oth strep arthritis polyarthritis hand,08,~I02
M00.24,Oth strep arthritis polyarthritis hand,08,I12
M00.24,Oth strep arthritis polyarthritis hand,08,I30
M00.24,Oth strep arthritis polyarthritis hand,08,I67
M00.25,Oth strep arthritis polyarthr pelv thigh,08,I12
M00.25,Oth strep arthritis polyarthr pelv thigh,08,I67
M00.26,Oth strep arthritis polyarthr lower leg,08,I12
M00.26,Oth strep arthritis polyarthr lower leg,08,I67
M00.27,Oth strep arthritis polyarthr ankle foot,08,I12
M00.27,Oth strep arthritis polyarthr ankle foot,08,I67
M00.28,Oth strep arthritis polyarthritis other,08,I12
M00.28,Oth strep arthritis polyarthritis other,08,I67
M00.29,Oth strep arthritis polyarthr site unsp,08,I12
M00.29,Oth strep arthritis polyarthr site unsp,08,I67
M00.80,Arthritis polyarthr dt oth bact mult sit,08,I12
M00.80,Arthritis polyarthr dt oth bact mult sit,08,I67
M00.81,Arthritis polyarthr dt oth bact shoulder,08,I12
M00.81,Arthritis polyarthr dt oth bact shoulder,08,I67
M00.82,Arthritis polyarthr dt oth bact upp arm,08,I12
M00.82,Arthritis polyarthr dt oth bact upp arm,08,I67
M00.83,Arthritis polyarthr dt oth bact forearm,08,I12
M00.83,Arthritis polyarthr dt oth bact forearm,08,I67
M00.84,Arthritis polyarthritis dt oth bact hand,08,~I02
M00.84,Arthritis polyarthritis dt oth bact hand,08,I12
M00.84,Arthritis polyarthritis dt oth bact hand,08,I30
M00.84,Arthritis polyarthritis dt oth bact hand,08,I67
M00.85,Arthr polyarthr dt oth bact pelv thigh,08,I12
M00.85,Arthr polyarthr dt oth bact pelv thigh,08,I67
M00.86,Arthritis polyarthr dt oth bact low leg,08,I12
M00.86,Arthritis polyarthr dt oth bact low leg,08,I67
M00.87,Arthr polyarthr dt oth bact ankle foot,08,I12
M00.87,Arthr polyarthr dt oth bact ankle foot,08,I67
M00.88,Arthritis polyarthr dt oth spec bact oth,08,I12
M00.88,Arthritis polyarthr dt oth spec bact oth,08,I67
M00.89,Arthr polyarthr dt oth spec bact site ?,08,I12
M00.89,Arthr polyarthr dt oth spec bact site ?,08,I67
M00.90,Pyogenic arthritis unsp mult sites,08,I12
M00.90,Pyogenic arthritis unsp mult sites,08,I67
M00.91,Pyogenic arthritis unsp shoulder,08,I12
M00.91,Pyogenic arthritis unsp shoulder,08,I67
M00.92,Pyogenic arthritis unsp upper arm,08,I12
M00.92,Pyogenic arthritis unsp upper arm,08,I67
M00.93,Pyogenic arthritis unspecified forearm,08,I12
M00.93,Pyogenic arthritis unspecified forearm,08,I67
M00.94,Pyogenic arthritis unspecified hand,08,~I02
M00.94,Pyogenic arthritis unspecified hand,08,I12
M00.94,Pyogenic arthritis unspecified hand,08,I30
M00.94,Pyogenic arthritis unspecified hand,08,I67
M00.95,Pyogenic arthritis unsp pelv rgn & thgh,08,I12
M00.95,Pyogenic arthritis unsp pelv rgn & thgh,08,I67
M00.96,Pyogenic arthritis unsp lower leg,08,I12
M00.96,Pyogenic arthritis unsp lower leg,08,I67
M00.97,Pyogenic arthritis unsp ankle & foot,08,I12
M00.97,Pyogenic arthritis unsp ankle & foot,08,I67
M00.98,Pyogenic arthritis unspecified other,08,I12
M00.98,Pyogenic arthritis unspecified other,08,I67
M00.99,Pyogenic arthritis unspecified site unsp,08,I12
M00.99,Pyogenic arthritis unspecified site unsp,08,I67
M01.00,Meningoc arthritis mult sites (A39.8+),08,I12
M01.00,Meningoc arthritis mult sites (A39.8+),08,I67
M01.01,Meningoc arthritis shoulder (A39.8+),08,I12
M01.01,Meningoc arthritis shoulder (A39.8+),08,I67
M01.02,Meningococcal arthritis upp arm (A39.8+),08,I12
M01.02,Meningococcal arthritis upp arm (A39.8+),08,I67
M01.03,Meningococcal arthritis forearm (A39.8+),08,I12
M01.03,Meningococcal arthritis forearm (A39.8+),08,I67
M01.04,Meningococcal arthritis hand (A39.8+),08,~I02
M01.04,Meningococcal arthritis hand (A39.8+),08,I12
M01.04,Meningococcal arthritis hand (A39.8+),08,I30
M01.04,Meningococcal arthritis hand (A39.8+),08,I67
M01.05,Meningoc arthritis pelv thigh (A39.8+),08,I12
M01.05,Meningoc arthritis pelv thigh (A39.8+),08,I67
M01.06,Meningoc arthritis low leg (A39.8+),08,I12
M01.06,Meningoc arthritis low leg (A39.8+),08,I67
M01.07,Meningoc arthritis ankle foot (A39.8+),08,I12
M01.07,Meningoc arthritis ankle foot (A39.8+),08,I67
M01.08,Meningococcal arthritis other (A39.8+),08,I12
M01.08,Meningococcal arthritis other (A39.8+),08,I67
M01.09,Meningoc arthritis site unsp (A39.8+),08,I12
M01.09,Meningoc arthritis site unsp (A39.8+),08,I67
M01.10,Tubrcul arthritis mult sites (A18.0+),08,I12
M01.10,Tubrcul arthritis mult sites (A18.0+),08,I67
M01.11,Tuberculous arthritis shoulder (A18.0+),08,I12
M01.11,Tuberculous arthritis shoulder (A18.0+),08,I67
M01.12,Tuberculous arthritis upp arm (A18.0+),08,I12
M01.12,Tuberculous arthritis upp arm (A18.0+),08,I67
M01.13,Tuberculous arthritis forearm (A18.0+),08,I12
M01.13,Tuberculous arthritis forearm (A18.0+),08,I67
M01.14,Tuberculous arthritis hand (A18.0+),08,~I02
M01.14,Tuberculous arthritis hand (A18.0+),08,I12
M01.14,Tuberculous arthritis hand (A18.0+),08,I30
M01.14,Tuberculous arthritis hand (A18.0+),08,I67
M01.15,Tubrcul arthr pelv rgn & thgh (A18.0+),08,I12
M01.15,Tubrcul arthr pelv rgn & thgh (A18.0+),08,I67
M01.16,Tuberculous arthritis low leg (A18.0+),08,I12
M01.16,Tuberculous arthritis low leg (A18.0+),08,I67
M01.17,Tubrcul arthritis ankle & foot (A18.0+),08,I12
M01.17,Tubrcul arthritis ankle & foot (A18.0+),08,I67
M01.18,Tuberculous arthritis other (A18.0+),08,I12
M01.18,Tuberculous arthritis other (A18.0+),08,I67
M01.19,Tuberculous arthritis site unsp (A18.0+),08,I12
M01.19,Tuberculous arthritis site unsp (A18.0+),08,I67
M01.20,Arthritis in Lyme dis mult site (A69.2+),08,I12
M01.20,Arthritis in Lyme dis mult site (A69.2+),08,I67
M01.21,Arthritis in Lyme dis shoulder (A69.2+),08,I12
M01.21,Arthritis in Lyme dis shoulder (A69.2+),08,I67
M01.22,Arthritis in Lyme dis upper arm (A69.2+),08,I12
M01.22,Arthritis in Lyme dis upper arm (A69.2+),08,I67
M01.23,Arthritis in Lyme dis forearm (A69.2+),08,I12
M01.23,Arthritis in Lyme dis forearm (A69.2+),08,I67
M01.24,Arthritis in Lyme disease hand (A69.2+),08,~I02
M01.24,Arthritis in Lyme disease hand (A69.2+),08,I12
M01.24,Arthritis in Lyme disease hand (A69.2+),08,I30
M01.24,Arthritis in Lyme disease hand (A69.2+),08,I67
M01.25,Arthritis in Lyme dis pelv thigh(A69.2+),08,I12
M01.25,Arthritis in Lyme dis pelv thigh(A69.2+),08,I67
M01.26,Arthritis in Lyme dis lower leg (A69.2+),08,I12
M01.26,Arthritis in Lyme dis lower leg (A69.2+),08,I67
M01.27,Arthritis in Lyme dis ankle foot(A69.2+),08,I12
M01.27,Arthritis in Lyme dis ankle foot(A69.2+),08,I67
M01.28,Arthritis in Lyme disease other(A69.2+),08,I12
M01.28,Arthritis in Lyme disease other(A69.2+),08,I67
M01.29,Arthritis in Lyme dis site unsp (A69.2+),08,I12
M01.29,Arthritis in Lyme dis site unsp (A69.2+),08,I67
M01.30,Arthritis in oth bact dis cl/e mult site,08,I12
M01.30,Arthritis in oth bact dis cl/e mult site,08,I67
M01.31,Arthritis in oth bact dis cl/e shoulder,08,I12
M01.31,Arthritis in oth bact dis cl/e shoulder,08,I67
M01.32,Arthritis in oth bact dis cl/e upper arm,08,I12
M01.32,Arthritis in oth bact dis cl/e upper arm,08,I67
M01.33,Arthritis in oth bact dis cl/e forearm,08,I12
M01.33,Arthritis in oth bact dis cl/e forearm,08,I67
M01.34,Arthritis in oth bact dis cl/e hand,08,~I02
M01.34,Arthritis in oth bact dis cl/e hand,08,I12
M01.34,Arthritis in oth bact dis cl/e hand,08,I30
M01.34,Arthritis in oth bact dis cl/e hand,08,I67
M01.35,Arthr oth bact dis cl/e pelv rgn & thgh,08,I12
M01.35,Arthr oth bact dis cl/e pelv rgn & thgh,08,I67
M01.36,Arthritis in oth bact dis cl/e lower leg,08,I12
M01.36,Arthritis in oth bact dis cl/e lower leg,08,I67
M01.37,Arthr in oth bact dis cl/e ankle foot,08,I12
M01.37,Arthr in oth bact dis cl/e ankle foot,08,I67
M01.38,Arthritis in oth bact dis cl/e other,08,I12
M01.38,Arthritis in oth bact dis cl/e other,08,I67
M01.39,Arthritis in oth bact dis cl/e site unsp,08,I12
M01.39,Arthritis in oth bact dis cl/e site unsp,08,I67
M01.40,Rubella arthritis mult sites (B06.8+),08,I12
M01.40,Rubella arthritis mult sites (B06.8+),08,I69
M01.41,Rubella arthritis shoulder (B06.8+),08,I12
M01.41,Rubella arthritis shoulder (B06.8+),08,I69
M01.42,Rubella arthritis upper arm (B06.8+),08,I12
M01.42,Rubella arthritis upper arm (B06.8+),08,I69
M01.43,Rubella arthritis forearm (B06.8+),08,I12
M01.43,Rubella arthritis forearm (B06.8+),08,I69
M01.44,Rubella arthritis hand (B06.8+),08,~I02
M01.44,Rubella arthritis hand (B06.8+),08,I12
M01.44,Rubella arthritis hand (B06.8+),08,I30
M01.44,Rubella arthritis hand (B06.8+),08,I69
M01.45,Rubella arthr pelv rgn & thgh (B06.8+),08,I12
M01.45,Rubella arthr pelv rgn & thgh (B06.8+),08,I69
M01.46,Rubella arthritis lower leg (B06.8+),08,I12
M01.46,Rubella arthritis lower leg (B06.8+),08,I69
M01.47,Rubella arthritis ankle & foot (B06.8+),08,I12
M01.47,Rubella arthritis ankle & foot (B06.8+),08,I69
M01.48,Rubella arthritis other (B06.8+),08,I12
M01.48,Rubella arthritis other (B06.8+),08,I69
M01.49,Rubella arthritis site unsp (B06.8+),08,I12
M01.49,Rubella arthritis site unsp (B06.8+),08,I69
M01.50,Arthritis in viral dis cl/e mult sites,08,I12
M01.50,Arthritis in viral dis cl/e mult sites,08,I69
M01.51,Arthritis in viral dis cl/e shoulder,08,I12
M01.51,Arthritis in viral dis cl/e shoulder,08,I69
M01.52,Arthritis in viral dis cl/e upper arm,08,I12
M01.52,Arthritis in viral dis cl/e upper arm,08,I69
M01.53,Arthritis in viral dis cl/e forearm,08,I12
M01.53,Arthritis in viral dis cl/e forearm,08,I69
M01.54,Arthritis in viral dis cl/e hand,08,~I02
M01.54,Arthritis in viral dis cl/e hand,08,I12
M01.54,Arthritis in viral dis cl/e hand,08,I30
M01.54,Arthritis in viral dis cl/e hand,08,I69
M01.55,Arthr in viral dis cl/e pelv rgn & thgh,08,I12
M01.55,Arthr in viral dis cl/e pelv rgn & thgh,08,I69
M01.56,Arthritis in viral dis cl/e lower leg,08,I12
M01.56,Arthritis in viral dis cl/e lower leg,08,I69
M01.57,Arthritis in viral dis cl/e ankle foot,08,I12
M01.57,Arthritis in viral dis cl/e ankle foot,08,I69
M01.58,Arthritis in viral disease cl/e other,08,I12
M01.58,Arthritis in viral disease cl/e other,08,I69
M01.59,Arthritis in viral dis cl/e site unsp,08,I12
M01.59,Arthritis in viral dis cl/e site unsp,08,I69
M01.60,Arthritis in mycoses mult site B35-B49+,08,I12
M01.60,Arthritis in mycoses mult site B35-B49+,08,I67
M01.61,Arthritis in mycoses shoulder (B35-B49+),08,I12
M01.61,Arthritis in mycoses shoulder (B35-B49+),08,I67
M01.62,Arthritis in mycoses upp arm (B35-B49+),08,I12
M01.62,Arthritis in mycoses upp arm (B35-B49+),08,I67
M01.63,Arthritis in mycoses forearm (B35-B49+),08,I12
M01.63,Arthritis in mycoses forearm (B35-B49+),08,I67
M01.64,Arthritis in mycoses hand (B35-B49+),08,~I02
M01.64,Arthritis in mycoses hand (B35-B49+),08,I12
M01.64,Arthritis in mycoses hand (B35-B49+),08,I30
M01.64,Arthritis in mycoses hand (B35-B49+),08,I67
M01.65,Arthritis in mycoses pelv thigh B35-B49+,08,I12
M01.65,Arthritis in mycoses pelv thigh B35-B49+,08,I67
M01.66,Arthritis in mycoses lower leg(B35-B49+),08,I12
M01.66,Arthritis in mycoses lower leg(B35-B49+),08,I67
M01.67,Arthritis in mycoses ankle foot B35-B49+,08,I12
M01.67,Arthritis in mycoses ankle foot B35-B49+,08,I67
M01.68,Arthritis in mycoses other (B35-B49+),08,I12
M01.68,Arthritis in mycoses other (B35-B49+),08,I67
M01.69,Arthritis in mycoses site unsp,08,I12
M01.69,Arthritis in mycoses site unsp,08,I67
M01.80,Arthr in oth infect dis cl/e mult sites,08,I12
M01.80,Arthr in oth infect dis cl/e mult sites,08,I67
M01.81,Arthr in oth infect dis cl/e shoulder,08,I12
M01.81,Arthr in oth infect dis cl/e shoulder,08,I67
M01.82,Arthr in oth infect dis cl/e upper arm,08,I12
M01.82,Arthr in oth infect dis cl/e upper arm,08,I67
M01.83,Arthr in oth infect dis cl/e forearm,08,I12
M01.83,Arthr in oth infect dis cl/e forearm,08,I67
M01.84,Arthr in oth infect dis cl/e hand,08,~I02
M01.84,Arthr in oth infect dis cl/e hand,08,I12
M01.84,Arthr in oth infect dis cl/e hand,08,I30
M01.84,Arthr in oth infect dis cl/e hand,08,I67
M01.85,Arthr in oth infect dis cl/e pelv thigh,08,I12
M01.85,Arthr in oth infect dis cl/e pelv thigh,08,I67
M01.86,Arthr in oth infect dis cl/e lower leg,08,I12
M01.86,Arthr in oth infect dis cl/e lower leg,08,I67
M01.87,Arthr in oth infect dis cl/e ankle foot,08,I12
M01.87,Arthr in oth infect dis cl/e ankle foot,08,I67
M01.88,Arthr in oth infect dis cl/e other,08,I12
M01.88,Arthr in oth infect dis cl/e other,08,I67
M01.89,Arthr in oth infect dis cl/e site unsp,08,I12
M01.89,Arthr in oth infect dis cl/e site unsp,08,I67
M02.00,Arthropathy foll intest bypass mult site,08,I69
M02.01,Arthropathy foll intest bypass shoulder,08,I69
M02.02,Arthropathy foll intest bypass upper arm,08,I69
M02.03,Arthropathy foll intest bypass forearm,08,I69
M02.04,Arthropathy foll intestinal bypass hand,08,~I02
M02.04,Arthropathy foll intestinal bypass hand,08,I30
M02.04,Arthropathy foll intestinal bypass hand,08,I69
M02.05,Arthropathy foll intest bypass pelv thgh,08,I69
M02.06,Arthropathy foll intest bypass lower leg,08,I69
M02.07,Arthropathy foll intest bypass ankle ft,08,I69
M02.08,Arthropathy foll intest bypass other,08,I69
M02.09,Arthropathy foll intest bypass site unsp,08,I69
M02.10,Arthropathy foll dysentery mult sites,08,I12
M02.10,Arthropathy foll dysentery mult sites,08,I69
M02.11,Arthropathy foll dysentery shoulder,08,I12
M02.11,Arthropathy foll dysentery shoulder,08,I69
M02.12,Arthropathy foll dysentery upper arm,08,I12
M02.12,Arthropathy foll dysentery upper arm,08,I69
M02.13,Arthropathy foll dysentery forearm,08,I12
M02.13,Arthropathy foll dysentery forearm,08,I69
M02.14,Arthropathy foll dysentery hand,08,~I02
M02.14,Arthropathy foll dysentery hand,08,I12
M02.14,Arthropathy foll dysentery hand,08,I30
M02.14,Arthropathy foll dysentery hand,08,I69
M02.15,Arthrpthy foll dysentery pelv rgn & thgh,08,I12
M02.15,Arthrpthy foll dysentery pelv rgn & thgh,08,I69
M02.16,Arthropathy foll dysentery lower leg,08,I12
M02.16,Arthropathy foll dysentery lower leg,08,I69
M02.17,Arthropathy foll dysentery ankle & foot,08,I12
M02.17,Arthropathy foll dysentery ankle & foot,08,I69
M02.18,Arthropathy foll dysentery other,08,I12
M02.18,Arthropathy foll dysentery other,08,I69
M02.19,Arthropathy foll dysentery site unsp,08,I12
M02.19,Arthropathy foll dysentery site unsp,08,I69
M02.20,Arthropathy foll vaccination mult sites,08,I69
M02.21,Arthropathy foll vaccination shoulder,08,I69
M02.22,Arthropathy foll vaccination upper arm,08,I69
M02.23,Arthropathy foll vaccination forearm,08,I69
M02.24,"Arthropathy following vaccination, hand",08,~I02
M02.24,"Arthropathy following vaccination, hand",08,I30
M02.24,"Arthropathy following vaccination, hand",08,I69
M02.25,Arthropathy foll vaccination pelv thigh,08,I69
M02.26,Arthropathy foll vaccination lower leg,08,I69
M02.27,Arthropathy foll vaccination ankle foot,08,I69
M02.28,Arthropathy following vaccination other,08,I69
M02.29,Arthropathy foll vaccination site unsp,08,I69
M02.30,Arthrpthy foll GU infectn multiple sites,08,I12
M02.30,Arthrpthy foll GU infectn multiple sites,08,I66
M02.31,Arthrpthy foll GU infectn shold region,08,I12
M02.31,Arthrpthy foll GU infectn shold region,08,I66
M02.32,Arthrpthy foll GU infectn upper arm,08,I12
M02.32,Arthrpthy foll GU infectn upper arm,08,I66
M02.33,Arthropathy foll GU infectn forearm,08,I12
M02.33,Arthropathy foll GU infectn forearm,08,I66
M02.34,Arthropathy following GU infection hand,08,~I02
M02.34,Arthropathy following GU infection hand,08,I12
M02.34,Arthropathy following GU infection hand,08,I30
M02.34,Arthropathy following GU infection hand,08,I66
M02.35,Arthrpthy foll GU infectn pelv reg thigh,08,I12
M02.35,Arthrpthy foll GU infectn pelv reg thigh,08,I66
M02.36,Arthropathy foll GU infectn lower leg,08,I12
M02.36,Arthropathy foll GU infectn lower leg,08,I66
M02.37,Arthrpthy foll GU infectn ankle and foot,08,I12
M02.37,Arthrpthy foll GU infectn ankle and foot,08,I66
M02.38,Arthropathy following GU infection other,08,I12
M02.38,Arthropathy following GU infection other,08,I66
M02.39,Arthropathy foll GU infection site unsp,08,I12
M02.39,Arthropathy foll GU infection site unsp,08,I66
M02.80,Oth reactive arthropathies multiple site,08,I69
M02.81,Other reactive arthropathies shoulder,08,I69
M02.82,Other reactive arthropathies upper arm,08,I69
M02.83,Other reactive arthropathies forearm,08,I69
M02.84,Other reactive arthropathies hand,08,~I02
M02.84,Other reactive arthropathies hand,08,I30
M02.84,Other reactive arthropathies hand,08,I69
M02.85,Oth reactive arthrpthy pelv rgn & thgh,08,I69
M02.86,Other reactive arthropathies lower leg,08,I69
M02.87,Other reactive arthropathies ankle foot,08,I69
M02.88,Other reactive arthropathies other,08,I69
M02.89,Other reactive arthropathies site unsp,08,I69
M02.90,Reactive arthropathy unsp multiple sites,08,I69
M02.91,Reactive arthropathy unsp shoulder,08,I69
