code,description,mdc,adrg
35309-06,"PTA perc w stenting, single stent",05,F07
35309-06,"PTA perc w stenting, single stent",05,F14
35309-06,"PTA perc w stenting, single stent",06,G02
35309-06,"PTA perc w stenting, single stent",09,J11
35309-06,"PTA perc w stenting, single stent",09,J12
35309-06,"PTA perc w stenting, single stent",09,J13
35309-06,"PTA perc w stenting, single stent",10,K09
35309-06,"PTA perc w stenting, single stent",11,L09
35309-06,"PTA perc w stenting, single stent",21A,W04
35309-06,"PTA perc w stenting, single stent",21B,X04
35309-06,"PTA perc w stenting, single stent",21B,X05
35309-06,"PTA perc w stenting, single stent",21B,X06
35309-07,"PTA perc w stenting, multiple stents",01,B04
35309-07,"PTA perc w stenting, multiple stents",05,F07
35309-07,"PTA perc w stenting, multiple stents",05,F14
35309-07,"PTA perc w stenting, multiple stents",06,G02
35309-07,"PTA perc w stenting, multiple stents",09,J11
35309-07,"PTA perc w stenting, multiple stents",09,J12
35309-07,"PTA perc w stenting, multiple stents",09,J13
35309-07,"PTA perc w stenting, multiple stents",10,K09
35309-07,"PTA perc w stenting, multiple stents",11,L09
35309-07,"PTA perc w stenting, multiple stents",21A,W04
35309-07,"PTA perc w stenting, multiple stents",21B,X04
35309-07,"PTA perc w stenting, multiple stents",21B,X05
35309-07,"PTA perc w stenting, multiple stents",21B,X06
35309-08,"Open TBA w stenting, single stent",01,B04
35309-08,"Open TBA w stenting, single stent",05,F07
35309-08,"Open TBA w stenting, single stent",05,F14
35309-08,"Open TBA w stenting, single stent",09,J11
35309-08,"Open TBA w stenting, single stent",09,J12
35309-08,"Open TBA w stenting, single stent",09,J13
35309-08,"Open TBA w stenting, single stent",10,K09
35309-08,"Open TBA w stenting, single stent",11,L09
35309-08,"Open TBA w stenting, single stent",21A,W04
35309-08,"Open TBA w stenting, single stent",21B,X04
35309-08,"Open TBA w stenting, single stent",21B,X05
35309-08,"Open TBA w stenting, single stent",21B,X06
35309-09,"Open TBA w stenting, multiple stents",01,B04
35309-09,"Open TBA w stenting, multiple stents",05,F07
35309-09,"Open TBA w stenting, multiple stents",05,F14
35309-09,"Open TBA w stenting, multiple stents",09,J11
35309-09,"Open TBA w stenting, multiple stents",09,J12
35309-09,"Open TBA w stenting, multiple stents",09,J13
35309-09,"Open TBA w stenting, multiple stents",10,K09
35309-09,"Open TBA w stenting, multiple stents",11,L09
35309-09,"Open TBA w stenting, multiple stents",21A,W04
35309-09,"Open TBA w stenting, multiple stents",21B,X04
35309-09,"Open TBA w stenting, multiple stents",21B,X05
35309-09,"Open TBA w stenting, multiple stents",21B,X06
35312-00,Perc peripheral artery atherectomy,05,F07
35312-00,Perc peripheral artery atherectomy,05,F14
35312-00,Perc peripheral artery atherectomy,10,K09
35312-01,Open peripheral artery atherectomy,05,F07
35312-01,Open peripheral artery atherectomy,05,F14
35312-01,Open peripheral artery atherectomy,10,K09
35315-00,Perc peripheral laser angioplasty,05,F07
35315-00,Perc peripheral laser angioplasty,05,F14
35315-00,Perc peripheral laser angioplasty,10,K09
35315-01,Open peripheral laser angioplasty,05,F07
35315-01,Open peripheral laser angioplasty,05,F14
35315-01,Open peripheral laser angioplasty,10,K09
35321-02,Trnscath embolisation intrcran art NEC,01,B02
35321-02,Trnscath embolisation intrcran art NEC,02,C01
35321-02,Trnscath embolisation intrcran art NEC,02,C12
35321-02,Trnscath embolisation intrcran art NEC,03,D12
35321-02,Trnscath embolisation intrcran art NEC,05,F07
35321-02,Trnscath embolisation intrcran art NEC,05,F14
35321-02,Trnscath embolisation intrcran art NEC,21A,W01
35321-03,"Trnscath embolisation bl vesl, fce & nek",01,B02
35321-03,"Trnscath embolisation bl vesl, fce & nek",02,C01
35321-03,"Trnscath embolisation bl vesl, fce & nek",02,C12
35321-03,"Trnscath embolisation bl vesl, fce & nek",03,D12
35321-03,"Trnscath embolisation bl vesl, fce & nek",04,E01
35321-03,"Trnscath embolisation bl vesl, fce & nek",05,F07
35321-03,"Trnscath embolisation bl vesl, fce & nek",05,F14
35321-03,"Trnscath embolisation bl vesl, fce & nek",06,G12
35321-03,"Trnscath embolisation bl vesl, fce & nek",08,I12
35321-03,"Trnscath embolisation bl vesl, fce & nek",08,I27
35321-03,"Trnscath embolisation bl vesl, fce & nek",09,J11
35321-03,"Trnscath embolisation bl vesl, fce & nek",10,K09
35321-04,"Trnscath embolisation bl vesl, chest",01,B02
35321-04,"Trnscath embolisation bl vesl, chest",04,E01
35321-04,"Trnscath embolisation bl vesl, chest",05,F07
35321-04,"Trnscath embolisation bl vesl, chest",05,F14
35321-04,"Trnscath embolisation bl vesl, chest",06,G12
35321-04,"Trnscath embolisation bl vesl, chest",08,I12
35321-04,"Trnscath embolisation bl vesl, chest",08,I27
35321-04,"Trnscath embolisation bl vesl, chest",09,J11
35321-04,"Trnscath embolisation bl vesl, chest",10,K09
35321-05,"Trnscath embolisation bl vesl, abdo",01,B02
35321-05,"Trnscath embolisation bl vesl, abdo",05,F07
35321-05,"Trnscath embolisation bl vesl, abdo",05,F14
35321-05,"Trnscath embolisation bl vesl, abdo",06,G12
35321-05,"Trnscath embolisation bl vesl, abdo",07,H06
35321-05,"Trnscath embolisation bl vesl, abdo",08,I12
35321-05,"Trnscath embolisation bl vesl, abdo",08,I27
35321-05,"Trnscath embolisation bl vesl, abdo",09,J11
35321-05,"Trnscath embolisation bl vesl, abdo",10,K09
35321-05,"Trnscath embolisation bl vesl, abdo",11,L03
35321-05,"Trnscath embolisation bl vesl, abdo",11,L04
35321-05,"Trnscath embolisation bl vesl, abdo",12,M06
35321-05,"Trnscath embolisation bl vesl, abdo",13,N07
35321-05,"Trnscath embolisation bl vesl, abdo",13,N12
35321-05,"Trnscath embolisation bl vesl, abdo",17,R01
35321-05,"Trnscath embolisation bl vesl, abdo",17,R02
35321-05,"Trnscath embolisation bl vesl, abdo",21A,W03
35321-05,"Trnscath embolisation bl vesl, abdo",21B,X04
35321-05,"Trnscath embolisation bl vesl, abdo",21B,X05
35321-05,"Trnscath embolisation bl vesl, abdo",21B,X06
35321-06,"Trnscath embolisation bl vesl, pelvis",01,B02
35321-06,"Trnscath embolisation bl vesl, pelvis",05,F07
35321-06,"Trnscath embolisation bl vesl, pelvis",05,F14
35321-06,"Trnscath embolisation bl vesl, pelvis",06,G12
35321-06,"Trnscath embolisation bl vesl, pelvis",07,H06
35321-06,"Trnscath embolisation bl vesl, pelvis",08,I12
35321-06,"Trnscath embolisation bl vesl, pelvis",08,I27
35321-06,"Trnscath embolisation bl vesl, pelvis",10,K09
35321-06,"Trnscath embolisation bl vesl, pelvis",11,L03
35321-06,"Trnscath embolisation bl vesl, pelvis",11,L04
35321-06,"Trnscath embolisation bl vesl, pelvis",12,M06
35321-06,"Trnscath embolisation bl vesl, pelvis",13,N07
35321-06,"Trnscath embolisation bl vesl, pelvis",13,N12
35321-06,"Trnscath embolisation bl vesl, pelvis",21A,W04
35321-06,"Trnscath embolisation bl vesl, pelvis",21B,X06
35321-07,"Trnscath embolisation bl vesl, limbs",01,B02
35321-07,"Trnscath embolisation bl vesl, limbs",05,F07
35321-07,"Trnscath embolisation bl vesl, limbs",05,F14
35321-07,"Trnscath embolisation bl vesl, limbs",08,I02
35321-07,"Trnscath embolisation bl vesl, limbs",08,I12
35321-07,"Trnscath embolisation bl vesl, limbs",08,I27
35321-07,"Trnscath embolisation bl vesl, limbs",08,I30
35321-07,"Trnscath embolisation bl vesl, limbs",09,J11
35321-07,"Trnscath embolisation bl vesl, limbs",09,J12
35321-07,"Trnscath embolisation bl vesl, limbs",09,J13
35321-07,"Trnscath embolisation bl vesl, limbs",10,K09
35321-07,"Trnscath embolisation bl vesl, limbs",21B,X04
35321-07,"Trnscath embolisation bl vesl, limbs",21B,X05
35321-07,"Trnscath embolisation bl vesl, limbs",21B,X06
35321-08,Trnscath embolisation intracran ven NEC,01,B02
35321-08,Trnscath embolisation intracran ven NEC,02,C01
35321-08,Trnscath embolisation intracran ven NEC,02,C12
35321-08,Trnscath embolisation intracran ven NEC,03,D12
35321-08,Trnscath embolisation intracran ven NEC,05,F07
35321-08,Trnscath embolisation intracran ven NEC,05,F14
35321-08,Trnscath embolisation intracran ven NEC,21A,W01
35321-10,Trsncath embolisation oth bl vesl,01,B02
35321-10,Trsncath embolisation oth bl vesl,02,C01
35321-10,Trsncath embolisation oth bl vesl,02,C12
35321-10,Trsncath embolisation oth bl vesl,03,D12
35321-10,Trsncath embolisation oth bl vesl,04,E01
35321-10,Trsncath embolisation oth bl vesl,05,F07
35321-10,Trsncath embolisation oth bl vesl,05,F14
35321-10,Trsncath embolisation oth bl vesl,07,H06
35321-10,Trsncath embolisation oth bl vesl,08,I02
35321-10,Trsncath embolisation oth bl vesl,08,I12
35321-10,Trsncath embolisation oth bl vesl,08,I27
35321-10,Trsncath embolisation oth bl vesl,08,I30
35321-10,Trsncath embolisation oth bl vesl,09,J11
35321-10,Trsncath embolisation oth bl vesl,09,J12
35321-10,Trsncath embolisation oth bl vesl,09,J13
35321-10,Trsncath embolisation oth bl vesl,10,K09
35321-10,Trsncath embolisation oth bl vesl,11,L03
35321-10,Trsncath embolisation oth bl vesl,11,L04
35321-10,Trsncath embolisation oth bl vesl,12,M06
35321-10,Trsncath embolisation oth bl vesl,13,N07
35321-10,Trsncath embolisation oth bl vesl,13,N12
35321-10,Trsncath embolisation oth bl vesl,17,R01
35321-10,Trsncath embolisation oth bl vesl,17,R02
35321-10,Trsncath embolisation oth bl vesl,21B,X04
35321-10,Trsncath embolisation oth bl vesl,21B,X05
35321-10,Trsncath embolisation oth bl vesl,21B,X06
35321-11,Transcatheter embolisation of aorta,01,B02
35321-11,Transcatheter embolisation of aorta,02,C01
35321-11,Transcatheter embolisation of aorta,02,C12
35321-11,Transcatheter embolisation of aorta,03,D12
35321-11,Transcatheter embolisation of aorta,04,E01
35321-11,Transcatheter embolisation of aorta,05,F07
35321-11,Transcatheter embolisation of aorta,05,F14
35321-11,Transcatheter embolisation of aorta,07,H06
35321-11,Transcatheter embolisation of aorta,08,I02
35321-11,Transcatheter embolisation of aorta,08,I12
35321-11,Transcatheter embolisation of aorta,08,I27
35321-11,Transcatheter embolisation of aorta,08,I30
35321-11,Transcatheter embolisation of aorta,09,J11
35321-11,Transcatheter embolisation of aorta,09,J12
35321-11,Transcatheter embolisation of aorta,09,J13
35321-11,Transcatheter embolisation of aorta,10,K09
35321-11,Transcatheter embolisation of aorta,11,L03
35321-11,Transcatheter embolisation of aorta,11,L04
35321-11,Transcatheter embolisation of aorta,12,M06
35321-11,Transcatheter embolisation of aorta,13,N07
35321-11,Transcatheter embolisation of aorta,13,N12
35321-11,Transcatheter embolisation of aorta,17,R01
35321-11,Transcatheter embolisation of aorta,17,R02
35321-11,Transcatheter embolisation of aorta,21B,X04
35321-11,Transcatheter embolisation of aorta,21B,X05
35321-11,Transcatheter embolisation of aorta,21B,X06
35330-01,Open insertion inferior vena cava filter,04,E02
35330-01,Open insertion inferior vena cava filter,05,F07
35330-01,Open insertion inferior vena cava filter,05,F14
35330-01,Open insertion inferior vena cava filter,21A,W04
35330-01,Open insertion inferior vena cava filter,21B,X06
35400-00,"Vertebroplasty, 1 vertebral body",08,I12
35400-00,"Vertebroplasty, 1 vertebral body",08,I28
35400-00,"Vertebroplasty, 1 vertebral body",21A,W04
35400-01,Vertebroplasty >= 2 vertebral bodies,08,I12
35400-01,Vertebroplasty >= 2 vertebral bodies,08,I28
35400-01,Vertebroplasty >= 2 vertebral bodies,21A,W04
35412-00,Endovas occl cerebral aneur / AV malform,01,B02
35412-00,Endovas occl cerebral aneur / AV malform,05,F07
35412-00,Endovas occl cerebral aneur / AV malform,05,F14
35414-00,Emblectmy/thrmbectmy intrcran artery,01,B08
35414-00,Emblectmy/thrmbectmy intrcran artery,05,F07
35414-00,Emblectmy/thrmbectmy intrcran artery,05,F14
35414-00,Emblectmy/thrmbectmy intrcran artery,21A,W04
35414-00,Emblectmy/thrmbectmy intrcran artery,21B,X06
35414-01,Thrombectomy of intracranial vein,01,B02
35414-01,Thrombectomy of intracranial vein,03,D12
35414-01,Thrombectomy of intracranial vein,05,F07
35414-01,Thrombectomy of intracranial vein,05,F14
35414-01,Thrombectomy of intracranial vein,21A,W04
35414-01,Thrombectomy of intracranial vein,21B,X06
35507-00,Destruction of vaginal wart,09,J11
35507-00,Destruction of vaginal wart,13,N09
35507-00,Destruction of vaginal wart,21A,W03
35507-00,Destruction of vaginal wart,21B,X06
35507-01,Destruction of vulval wart,09,J11
35507-01,Destruction of vulval wart,13,N09
35509-00,Hymenectomy,13,N09
35513-00,Treatment of Bartholin's gland cyst,09,J11
35513-00,Treatment of Bartholin's gland cyst,13,N09
35518-00,Aspiration of ovarian cyst,13,N07
35518-00,Aspiration of ovarian cyst,13,N12
35520-00,Treatment Bartholin's gland abscess,09,J11
35520-00,Treatment Bartholin's gland abscess,13,N09
35530-00,Subtotal amputation of clitoris,10,K09
35530-00,Subtotal amputation of clitoris,13,N09
35530-01,Total amputation of clitoris,10,K09
35530-01,Total amputation of clitoris,13,N09
35533-00,Vulvoplasty,13,N09
35533-00,Vulvoplasty,21A,W03
35533-00,Vulvoplasty,21B,X06
35533-01,Repair of perineum,13,N09
35533-01,Repair of perineum,21A,W03
35533-01,Repair of perineum,21B,X06
35536-00,Hemivulvectomy,13,N09
35536-01,"Vulvectomy, unilateral",13,N09
35536-02,"Vulvectomy, bilateral",09,J11
35536-02,"Vulvectomy, bilateral",13,N09
35539-00,Laser destruction of lesion of vulva,09,J11
35539-00,Laser destruction of lesion of vulva,13,N09
35539-01,Laser destruction of lesion of vagina,09,J11
35539-01,Laser destruction of lesion of vagina,13,N09
35539-01,Laser destruction of lesion of vagina,21B,X06
35539-02,Laser destruction of lesion of cervix,09,J11
35539-02,Laser destruction of lesion of cervix,13,N09
35539-03,Biopsy of vagina,09,J11
35539-03,Biopsy of vagina,13,N09
35539-04,Vaginoscopy,23,Z40
35548-00,Radical vulvectomy,13,N01
35557-00,Excision of lesion of vagina,09,J11
35557-00,Excision of lesion of vagina,11,L09
35557-00,Excision of lesion of vagina,13,N09
35557-00,Excision of lesion of vagina,21A,W03
35557-00,Excision of lesion of vagina,21B,X06
35560-00,Partial vaginectomy,13,N06
35560-01,Complete vaginectomy,13,N06
35561-00,Radical vaginectomy,13,N01
35565-00,Vaginal reconstruction,13,N06
35565-00,Vaginal reconstruction,21A,W03
35565-00,Vaginal reconstruction,21B,X06
35566-00,Excision of vaginal septum,09,J11
35566-00,Excision of vaginal septum,13,N09
35566-00,Excision of vaginal septum,21A,W03
35566-00,Excision of vaginal septum,21B,X06
35568-00,Sacrospinous colpopexy,11,L06
35568-00,Sacrospinous colpopexy,13,N06
35569-00,Enlargement of vaginal orifice,09,J11
35569-00,Enlargement of vaginal orifice,13,N09
35570-00,"Repair of ant vag compt, vag appr",11,L06
35570-00,"Repair of ant vag compt, vag appr",13,N06
35571-00,"Repair of post vag compt, vag appr",13,N06
35572-00,Colpotomy,13,N11
35572-00,Colpotomy,21B,X06
35572-01,Vaginotomy,13,N09
35572-01,Vaginotomy,21B,X06
35573-00,"Repair of ant & post vag compt, vag appr",06,G12
35573-00,"Repair of ant & post vag compt, vag appr",11,L06
35573-00,"Repair of ant & post vag compt, vag appr",13,N06
35577-00,Repair of pelvic floor prolapse,13,N06
35581-00,Exc prosth dev impl gft vag appr,09,J11
35581-00,Exc prosth dev impl gft vag appr,11,L09
35581-00,Exc prosth dev impl gft vag appr,13,N09
35581-00,Exc prosth dev impl gft vag appr,21A,W03
35581-00,Exc prosth dev impl gft vag appr,21B,X06
35585-00,Lap exc prosth dev impl gft abdo appr,06,G12
35585-00,Lap exc prosth dev impl gft abdo appr,07,H06
35585-00,Lap exc prosth dev impl gft abdo appr,10,K09
35585-00,Lap exc prosth dev impl gft abdo appr,17,R01
35585-00,Lap exc prosth dev impl gft abdo appr,17,R02
35585-01,Exc prosth dev impl gft abdo appr,06,G12
35585-01,Exc prosth dev impl gft abdo appr,07,H06
35585-01,Exc prosth dev impl gft abdo appr,10,K09
35585-01,Exc prosth dev impl gft abdo appr,17,R01
35585-01,Exc prosth dev impl gft abdo appr,17,R02
35595-00,Laparoscopic pelvic floor repair,11,L06
35595-00,Laparoscopic pelvic floor repair,13,N06
35595-01,Abdominal pelvic floor repair,11,L06
35595-01,Abdominal pelvic floor repair,13,N06
35596-00,Repair rectovaginal fistula,06,G02
35596-00,Repair rectovaginal fistula,13,N09
35596-00,Repair rectovaginal fistula,17,R01
35596-00,Repair rectovaginal fistula,17,R02
35596-00,Repair rectovaginal fistula,21A,W03
35596-00,Repair rectovaginal fistula,21B,X06
35596-01,"Repair vesicovaginal fist, vaginal appr",11,L06
35596-01,"Repair vesicovaginal fist, vaginal appr",13,N11
35596-01,"Repair vesicovaginal fist, vaginal appr",17,R01
35596-01,"Repair vesicovaginal fist, vaginal appr",17,R02
35596-01,"Repair vesicovaginal fist, vaginal appr",21A,W03
35596-01,"Repair vesicovaginal fist, vaginal appr",21B,X06
35596-02,Repair ureterovaginal fist,06,G12
35596-02,Repair ureterovaginal fist,11,L03
35596-02,Repair ureterovaginal fist,11,L04
35596-02,Repair ureterovaginal fist,17,R01
35596-02,Repair ureterovaginal fist,17,R02
35596-02,Repair ureterovaginal fist,21A,W03
35596-02,Repair ureterovaginal fist,21B,X06
35596-03,Repair of other fistula of vagina,06,G05
35596-03,Repair of other fistula of vagina,13,N09
35596-03,Repair of other fistula of vagina,17,R01
35596-03,Repair of other fistula of vagina,17,R02
35596-03,Repair of other fistula of vagina,21A,W03
35596-03,Repair of other fistula of vagina,21B,X06
35597-00,Laparoscopic sacral colpopexy,11,L06
35597-00,Laparoscopic sacral colpopexy,13,N06
35597-01,Sacral colpopexy,11,L06
35597-01,Sacral colpopexy,13,N06
35599-00,Sling procedure for stress incont female,11,L06
35599-00,Sling procedure for stress incont female,13,N06
35599-01,Revision sling proc stress incont female,11,L06
35599-01,Revision sling proc stress incont female,13,N06
35608-00,Cautery of cervix,11,L09
35608-00,Cautery of cervix,13,N09
35608-00,Cautery of cervix,21B,X06
35608-01,Other destruction of lesion of cervix,09,J11
35608-01,Other destruction of lesion of cervix,13,N09
35608-02,Biopsy of cervix,09,J11
35608-02,Biopsy of cervix,13,N09
35611-01,Partial excision of cervix,09,J11
35611-01,Partial excision of cervix,13,N09
35614-00,Colposcopy,23,Z40
35615-00,Biopsy of vulva,09,J11
35615-00,Biopsy of vulva,13,N09
35618-00,Cone biopsy of cervix,13,N09
35618-01,Cone biopsy of cervix by laser,13,N09
35618-02,Repair of cervix,13,N09
35618-02,Repair of cervix,21A,W03
35618-02,Repair of cervix,21B,X06
35618-03,Other procedures on cervix,13,N09
35620-01,Biopsy of uterus,13,N07
35620-01,Biopsy of uterus,13,N12
35620-02,Laparoscopic biopsy of uterus,13,N10
35620-02,Laparoscopic biopsy of uterus,23,Z40
35622-00,Endosc destruction proc on uterus,13,N07
35622-00,Endosc destruction proc on uterus,13,N12
35623-00,Myomectomy of uterus via hysteroscopy,13,N07
35623-00,Myomectomy of uterus via hysteroscopy,13,N12
35630-00,Diagnostic hysteroscopy,13,N10
35630-00,Diagnostic hysteroscopy,23,Z40
35633-00,Division of intrauterine adhesions,13,N09
35633-01,Polypectomy of uterus via hysteroscopy,13,N07
35633-01,Polypectomy of uterus via hysteroscopy,13,N12
35633-02,Hysteroscopy w tubal catheterisation,13,N10
35633-02,Hysteroscopy w tubal catheterisation,23,Z40
35634-00,"Division uterine septum, hysteroscopy",13,N09
35637-02,Lap diathermy of lesion of pelvic cavity,13,N07
35637-02,Lap diathermy of lesion of pelvic cavity,13,N12
35637-04,Laparoscopic ventrosuspension,13,N06
35637-06,Biopsy of ovary,10,K09
35637-06,Biopsy of ovary,13,N07
35637-06,Biopsy of ovary,13,N12
35637-07,Lap rupture ovarian cyst or abscess,13,N07
35637-07,Lap rupture ovarian cyst or abscess,13,N12
35637-08,Laparoscopic ovarian drilling,13,N07
35637-08,Laparoscopic ovarian drilling,13,N12
35637-10,Lap excision of lesion of pelvic cavity,06,G12
35637-10,Lap excision of lesion of pelvic cavity,10,K09
35637-10,Lap excision of lesion of pelvic cavity,13,N08
35637-10,Lap excision of lesion of pelvic cavity,17,R01
35637-10,Lap excision of lesion of pelvic cavity,17,R02
35638-00,Laparoscopic wedge resection of ovary,10,K09
35638-00,Laparoscopic wedge resection of ovary,13,N07
35638-00,Laparoscopic wedge resection of ovary,13,N12
35638-01,Laparoscopic partial oophorectomy,13,N07
35638-01,Laparoscopic partial oophorectomy,13,N12
35638-02,"Laparoscopic oophorectomy, unilateral",10,K09
35638-02,"Laparoscopic oophorectomy, unilateral",13,N05
35638-02,"Laparoscopic oophorectomy, unilateral",13,N12
35638-03,"Laparoscopic oophorectomy, bilateral",09,J11
35638-03,"Laparoscopic oophorectomy, bilateral",10,K09
35638-03,"Laparoscopic oophorectomy, bilateral",13,N05
35638-03,"Laparoscopic oophorectomy, bilateral",13,N12
35638-04,"Laparoscopic ovarian cystectomy, uni",13,N07
35638-04,"Laparoscopic ovarian cystectomy, uni",13,N12
35638-05,"Laparoscopic ovarian cystectomy, bil",13,N07
35638-05,"Laparoscopic ovarian cystectomy, bil",13,N12
35638-06,Laparoscopic salpingotomy,13,N07
35638-06,Laparoscopic salpingotomy,13,N12
35638-07,"Laparoscopic partial salpingectomy, uni",13,N07
35638-07,"Laparoscopic partial salpingectomy, uni",13,N12
35638-08,"Laparoscopic partial salpingectomy, bil",13,N07
35638-08,"Laparoscopic partial salpingectomy, bil",13,N12
35638-09,"Laparoscopic salpingectomy, unilateral",13,N07
35638-09,"Laparoscopic salpingectomy, unilateral",13,N12
35638-10,"Laparoscopic salpingectomy, bilateral",13,N07
35638-10,"Laparoscopic salpingectomy, bilateral",13,N12
35638-11,"Laparoscopic salpingo-oophorectomy, uni",13,N05
35638-11,"Laparoscopic salpingo-oophorectomy, uni",13,N12
35638-12,"Laparoscopic salpingo-oophorectomy, bil",09,J11
35638-12,"Laparoscopic salpingo-oophorectomy, bil",13,N05
35638-12,"Laparoscopic salpingo-oophorectomy, bil",13,N12
35638-14,Lap uterosacral nerve ablation,06,G12
35638-14,Lap uterosacral nerve ablation,07,H05
35638-14,Lap uterosacral nerve ablation,09,J11
35638-14,Lap uterosacral nerve ablation,11,L09
35638-14,Lap uterosacral nerve ablation,13,N08
35638-14,Lap uterosacral nerve ablation,21A,W03
35638-14,Lap uterosacral nerve ablation,21B,X06
35638-14,Lap uterosacral nerve ablation,22,Y01
35638-14,Lap uterosacral nerve ablation,22,Y03
35640-00,Dilation & curettage of uterus [D&C],11,L09
35640-00,Dilation & curettage of uterus [D&C],13,N10
35640-01,Curettage of uterus without dilation,13,N10
35640-03,Suction curettage of uterus,11,L09
35640-03,Suction curettage of uterus,13,N10
35646-00,Radical diathermy of cervix,13,N09
35646-00,Radical diathermy of cervix,21B,X06
35647-00,Large loop excision transformation zone,13,N09
35647-00,Large loop excision transformation zone,21B,X06
35649-00,Hysterotomy,13,N07
35649-00,Hysterotomy,13,N12
35649-00,Hysterotomy,21A,W03
35649-00,Hysterotomy,21B,X06
35649-01,Myomectomy of uterus via laparoscopy,13,N07
35649-01,Myomectomy of uterus via laparoscopy,13,N12
35649-02,Division uterine septum via hysterotomy,13,N09
35649-03,Myomectomy of uterus,13,N07
35649-03,Myomectomy of uterus,13,N12
35653-00,Subtotal abdominal hysterectomy,13,N04
35653-00,Subtotal abdominal hysterectomy,13,N12
35653-01,Total abdominal hysterectomy,13,N04
35653-01,Total abdominal hysterectomy,13,N12
35653-05,Laparoscopic subtotal abdo hysterectomy,13,N04
35653-05,Laparoscopic subtotal abdo hysterectomy,13,N12
35653-07,Laparoscopic total abdo hysterectomy,13,N04
35653-07,Laparoscopic total abdo hysterectomy,13,N12
35657-00,Vaginal hysterectomy,13,N04
35657-00,Vaginal hysterectomy,13,N12
35658-00,Debulking uterus preceding hysterectomy,13,N07
35658-00,Debulking uterus preceding hysterectomy,13,N12
35667-00,Radical abdominal hysterectomy,13,N04
35667-00,Radical abdominal hysterectomy,13,N12
35667-01,Radical vaginal hysterectomy,13,N04
35667-01,Radical vaginal hysterectomy,13,N12
35667-02,Laparoscopic radical abdo hysterectomy,13,N04
35667-02,Laparoscopic radical abdo hysterectomy,13,N12
35667-03,Lap asst radical vaginal hysterectomy,13,N04
35667-03,Lap asst radical vaginal hysterectomy,13,N12
35674-00,Fetotoxic inj/o ectopic preg using u/s,14,O03
35674-01,Fetotoxic inj/o ectopic preg v lap,14,O03
35677-00,R/O peritoneal ectopic pregnancy,14,O03
35677-01,Manual/hydrostatic expres fallopian tube,14,O03
35677-02,Fetotoxic injection ectopic pregnancy,14,O03
35677-03,Fetotoxic management R/O ectopic preg,14,O03
35677-04,Salpingotomy w removal tubal pregnancy,13,N07
35677-04,Salpingotomy w removal tubal pregnancy,13,N12
35677-04,Salpingotomy w removal tubal pregnancy,14,O03
35677-05,Salpingectomy w removal tubal pregnancy,13,N07
35677-05,Salpingectomy w removal tubal pregnancy,13,N12
35677-05,Salpingectomy w removal tubal pregnancy,14,O03
35678-00,Lap salpingotomy w R/O tubal pregnancy,13,N07
35678-00,Lap salpingotomy w R/O tubal pregnancy,13,N12
35678-00,Lap salpingotomy w R/O tubal pregnancy,14,O03
35678-01,Lap salpingectomy w R/O tubal pregnancy,13,N07
35678-01,Lap salpingectomy w R/O tubal pregnancy,13,N12
35678-01,Lap salpingectomy w R/O tubal pregnancy,14,O03
35680-00,Lap reconstruction uterus & support str,13,N06
35680-00,Lap reconstruction uterus & support str,21A,W03
35680-00,Lap reconstruction uterus & support str,21B,X06
35680-01,Reconstruction uterus & supporting str,13,N07
35680-01,Reconstruction uterus & supporting str,13,N12
35680-01,Reconstruction uterus & supporting str,21A,W03
35680-01,Reconstruction uterus & supporting str,21B,X06
35684-00,Other laparoscopic uterine suspension,13,N06
35684-01,Uterine suspension,13,N06
35688-00,Laparoscopic sterilisation,13,N08
35688-01,Sterilisation via vaginal approach,13,N08
35688-02,Sterilisation open abdominal approach,13,N11
35688-03,Lap electrodestruction fallopian tubes,13,N07
35688-03,Lap electrodestruction fallopian tubes,13,N12
35688-04,Electrodestruction of fallopian tubes,13,N07
35688-04,Electrodestruction of fallopian tubes,13,N12
35694-00,Laparoscopic salpingoplasty,13,N05
35694-00,Laparoscopic salpingoplasty,13,N12
35694-00,Laparoscopic salpingoplasty,21A,W03
35694-00,Laparoscopic salpingoplasty,21B,X06
35694-01,Lap anastomosis of fallopian tube,13,N05
35694-01,Lap anastomosis of fallopian tube,13,N12
35694-02,Laparoscopic salpingolysis,13,N07
35694-02,Laparoscopic salpingolysis,13,N12
35694-02,Laparoscopic salpingolysis,21A,W03
35694-02,Laparoscopic salpingolysis,21B,X06
35694-03,Laparoscopic salpingostomy,13,N07
35694-03,Laparoscopic salpingostomy,13,N12
35694-04,Salpingoplasty,13,N07
35694-04,Salpingoplasty,13,N12
35694-04,Salpingoplasty,21A,W03
35694-04,Salpingoplasty,21B,X06
35694-05,Anastomosis of fallopian tube,13,N05
35694-05,Anastomosis of fallopian tube,13,N12
35694-06,Salpingolysis,13,N07
35694-06,Salpingolysis,13,N12
35694-06,Salpingolysis,21A,W03
35694-06,Salpingolysis,21B,X06
35694-07,Salpingostomy,13,N07
35694-07,Salpingostomy,13,N12
35697-00,Microsurgical salpingoplasty,13,N05
35697-00,Microsurgical salpingoplasty,13,N12
35697-00,Microsurgical salpingoplasty,21A,W03
35697-00,Microsurgical salpingoplasty,21B,X06
35703-01,Therapeutic hydrotubation,13,N11
35710-00,Falloposcopy,13,N07
35710-00,Falloposcopy,13,N12
35713-01,Diathermy of lesion of pelvic cavity,13,N07
